,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
52,juventus,2019-09-28,V,0.8,spal,1.5999999999999996,1.0,0.2,0.2,10.800000000000004,0.1999999999999993,0.0,0.0,2019-2020,1.0,1.0,"Juventus will be looking to build on a come-from-behind win over Brescia when they host SPAL at their Allianz Stadium on Saturday afternoon. The Bianconeri are still without key attacker Cristiano Ronaldo (injury), but attacking duo Gonzalo Higuain – Paulo Dybala is likely to prove a handful for the opposition defenders. 

Juve are eager to overtake Inter in top position in the standings and we predict that the title holders will go all guns blazing at SPAL on Matchday 6. In previous two home games in the 2019/2020 Serie A season Maurizio Sarri’s men defeated the likes of Napoli and Hellas Verona. Leonardo Semplici’s troops, on the other hand, failed to impress in back-to-back defeats to the likes of SPAL and Lecce and we do not believe that they are capable of spoiling Juve’s party in Turin. In their last meeting at Allianz Stadium the Bianconeri outplayed the Biancazzurri 2-0.",V
53,napoli,2019-09-29,V,1.4,brescia,11.4,3.6,0.2,0.2,24.0,-4.600000000000001,0.0,0.0,2019-2020,2.0,0.0,"After suffering a shocking 1-0 loss to Cagliari at their Stadio San Paolo, Napoli will be looking to return to winning ways in the Serie A when they take on Brescia in yet another home fixture. The Neapolitans need to pick up all three points from Sunday’s football game if they are to rejoin the race for the trophy, but they will have to do it without key defender Kalidou Koulibaly, who was sent off in the 1-0 loss to Cagliari. 

Anyhow, the Partenopei, who failed to turn their dominance into goals in the midweek fixture, are likely to beat the newcomers at their Stadio San Paolo. Le Rondinelle, on the other hand, produced a fine performance in a 2-1 loss to Juventus, but they were more than unfortunate not to grab something from the match. Mario Balotelli and Co. face an uphill task against Napoli and we predict that they are going to return home empty-handed from the trip to Naples.",V
54,cagliari,2019-09-29,N,1.0,hellas verona,-0.1999999999999993,0.0,0.0,-0.2,2.799999999999997,0.5999999999999996,0.3999999999999999,-0.6,2019-2020,2.0,0.0,"Cagliari will look to collect vital three points in the battle for survival when they face Verona in the Serie A round 35. The Rossoblu suffered a 1-0 loss at Genoa at the weekend, but they are surely capable of matching the Mastini in front of home fans. There are no fresh injury worries in the home team, while Matteo Lovato is back from suspension. Experienced attacker Leonardo Pavoletti is pushing for a start. 

Verona, on the other hand, head into the match following a 1-1 draw with Sampdoria. The Mastini have little to play for in the season finale, which is probably the main reason why home win should be considered. The likes of Pandur, Coppola, and Dawidowicz are all out of contention with injuries for the visiting side. In the first half of the season the two teams played out a goalless draw in “The City of Love”.",V
55,udinese,2019-09-29,V,-1.0,bologna,-2.4000000000000004,1.6000000000000003,-0.4,-0.6,-13.0,1.3999999999999986,-1.5999999999999996,0.2,2019-2020,1.0,1.0,"Udinese and Bologna take on each other at Dacia Arena in what is expected to be one of the most exciting games of Sunday’s program. The Zebrette played out a thrilling 3-3 draw with Sampdoria before the international break, with the team extending their winless run to four games. Udinese aim to give fans something to cheer about, but this match will be anything but a walk in the park for the hosts. 

The Rossoblu, on the other hand, aim to build on a 3-0 win over Lazio, but given their anything but good away record in the Serie A, we are tempted to put our money on draw. Both Nesterovski and Perez are injured for the hosts, while Pussetto is a major doubt. As for the visitors, Jerdy Schouten should be the only absentee as Nigeria international Kingsley Michael has overcome his long-term injury.",N
56,milan,2019-09-29,P,-1.0,fiorentina,-2.599999999999998,-2.8,0.0,0.0,12.800000000000004,0.0,0.4000000000000003,0.4,2019-2020,1.0,1.0,"After surviving Lazio at Stadio Olimpico, Milan will be aiming to retain top position when they face Fiorentina in a highly-anticipated Serie A game. The Rossoneri aim to put icing on the cake on a very successful season, and they are likely to fight tooth and nail against the Viola. All Bennacer, Florenzi, and Kjaer continue to miss out through injuries, while talented midfielder Sandro Tonali should keep his place in the starting XI after scoring a late winner in Rome. 

Fiorentina, on the other hand, are eyeing a spot in European competitions. Vincenzo Italiano’s men, though, failed to impress in a 2-1 loss to relegation strugglers Salernitana, which is probably the main reason why we are going to bet on the league leaders. As for the visiting side, both Torreira and Castrovilli remain on the sidelines with injuries. ",V
57,lazio,2019-09-29,V,0.0,genoa,5.599999999999998,3.6,-0.2,-0.2,0.6000000000000014,-3.3999999999999986,0.2000000000000001,0.0,2019-2020,1.0,1.0,"Stadio Olimpico will host Friday’s football game between Lazio and Genoa, the two teams who were beaten by Sassuolo and Sampdoria respectively at the weekend. The Biancocelesti were without key midfielder Sergej Milinkovic-Savic in Sunday’s clash, but the Serbia international is back from suspension. Both Luis Alberto and Pedro are rated doubtful for the game. 

The Rossoblu, on the other hand, failed to impress in the Derby della Lanterna, and given their three-game losing run, we believe that punters from all around the globe can find value in betting on the capital club. As for the visiting side, all Cassata, Fares, Rovella, and Caicedo are out of contention with injuries. In their last meeting in the “Eternal City” Lazio defeated Genoa 4-3, which is yet another reason why we are tempted to put our money on the home team. ",V
58,lecce,2019-09-29,P,-0.8,roma,-2.8000000000000007,-1.6,0.3999999999999999,0.3999999999999999,-10.4,-1.8000000000000007,0.0,0.0,2019-2020,0.0,2.0,"Lecce and Roma, the two clubs from the Southern Italy, face each other at Stadio Comunale Via del Mare for the first time since 2012. Back then Lecce defeated Roma 4-2 at home ground, but this time out the Romans are seen as hot favourites to win Sunday’s football match. The capital club aim to bounce back from a 2-0 loss to Atalanta and we are positive that they will go all guns blazing at Lecce. 

Roma did well to beat Bologna 2-1 in their last away game and seeing that key attacker Edin Dzeko is likely to lead the line for the visitors, we are tempted to put our money on Paulo Fonseca’s troops. The newcomers did well to beat SPAL 3-1 on the road in their last league fixture, but Roma are likely to pose a much bigger threat for the hosts than their previous rivals. ",P
59,parma,2019-09-30,V,-0.6000000000000001,torino,-0.200000000000001,0.0,-0.2,0.0,-6.399999999999999,-1.3999999999999986,-0.1999999999999997,0.0,2019-2020,1.0,0.0,"Parma will be looking to make amends for back-to-back defeats to Juventus and Crotone when they host Torino at their Stadio Ennio Tardini on Matchday 15. The Gli Emiliani suffered a dip in form in December, but the game against Torino could be the turning point for the hosts. The bad news for the home team is that Gervinho has joined the likes of Grassi, Caviglia, Pezella Giu, Laurini, and Scozzarella in the recovery room. 

Il Toro, on the other hand, were on the verge of beating Napoli at Stadio Diego Armando Maradona, but thanks to Lorenzo Insigne’s late goal the Neapolitans eventually picked up one point from the match. Torino regained a much-needed confidence, and seeing that the hosts will be without key attacker Gervinho in Sunday’s clash, we are tempted to put our money on the visitors this time out.",P
60,genoa,2019-10-05,P,0.0,milan,0.0,1.0,-0.2,-0.2,-9.0,-0.8000000000000007,-0.3999999999999999,-0.6,2019-2020,0.0,2.0,"After suffering a shocking 3-1 loss to Sassuolo at the weekend, Milan will look to stay in the Scudetto race when they take on Genoa at Stadio Luigi Ferraris on Matchday 15. The Rossoneri suffered a dip in form in the Serie A, but this game could be the turning point for Zlatan Ibrahimovic and Co. Captain Alessio Romagnoli is banned for the match, while all Calabria, Castillejo, Giroud, and Rebic remain in the recovery room. 

Ivory Coast international Franck Kessie is widely expected to return to the starting XI. The Rossoblu, on the other hand, did well to hold Udinese to a goalless draw at Dacia Arena, but they will have a much bigger fish to fry against Milan. Since the Rossoneri are desperate to return to winning ways, we believe that punters from all around the globe can find value in betting on the visitors. All Caicedo, Criscito, Destro, Fares, and Maksimovic are likely to miss the game with injuries.",P
61,hellas verona,2019-10-05,V,-0.2,sampdoria,-1.4000000000000004,0.0,-0.2,0.0,8.600000000000001,1.0000000000000018,-0.1999999999999997,0.0,2019-2020,0.0,2.0,,NAN
62,spal,2019-10-05,V,-1.0,parma,-0.1999999999999993,-1.0,0.0,-0.4,-0.4000000000000057,-3.200000000000001,0.1999999999999997,0.0,2019-2020,2.0,0.0,"SPAL will be looking to put an end to their three-game losing run in the Serie A when they host Parma at their Stadio Paolo Mazza on Saturday afternoon. The Biancazzurri obviously suffered a dip in form, but they will not have a better chance than this to start a new winning run in the national championship as Parma are not regarded as good travelers. 

The Gli Emiliani’s main goal is to secure yet another Serie A survival, but they will, as always, collect much more points from home game than from away fixtures. In previous two meetings between the two teams in the Italian top flight SPAL emerged triumphant and that is probably the main reason why we are tempted to put our money on the hosts. A man to watch in the home team will be former Atlanta attacker Andrea Petagna, who scored his second goal of the season in a 2-1 win over Lazio.",V
63,fiorentina,2019-10-06,V,1.2000000000000002,udinese,3.4000000000000004,0.0,0.4,0.6,0.5999999999999943,-2.599999999999998,0.4000000000000003,-0.2,2019-2020,1.0,0.0,"Fiorentina will look to make amends for an unexpected 2-1 loss to Salernitana when they take on Udinese in a postponed fixture. The Viola aim to climb to the Europa League berth, and we are positive that they will go all guns blazing at the Zebrette. Both Riccardo Saponara and Krzysztof Piatek are pushing for a start, while both Castrovilli and Torreira continue to miss out with injuries. Udinese, on the other hand, are stuck in the middle of the table. 

Considering that the Zebrette have little to play for in the season finale, we are tempted to put our money on Fiorentina, who are eyeing a top-six finish. There are no fresh injury worries in the away team ahead of the trip to Florence. In the first half of the season the Viola emerged triumphant thanks to Dusan Vlahovic’s goal, but the Serbian superstar is no longer part of the team. ",V
64,roma,2019-10-06,N,-0.1999999999999999,cagliari,5.4,0.6000000000000001,0.2,0.4,12.400000000000006,0.2000000000000028,0.4000000000000003,0.2,2019-2020,1.0,0.0,"Roma will be aiming to make amends for a 4-3 loss to Juventus when they host Cagliari to their Stadio Olimpico in the Serie A round 22. The Giallorossi have been struggling at the back of late, but the bookies still see them as hot favourites to beat Cagliari in front of home fans. As always, Tammy Abraham will be the man to watch in the home team, while both Rick Karsdorp and Gianluca Mancini are back from suspension. Midfielder Nicolo Zaniolo has been tested positive for coronavirus. 

The Sardinians, on the other hand, did well to beat Sampdoria 2-1 in their last league match, with the team regaining a much-needed confidence, but seeing that Walter Mazzarri’s troops are not regarded as good travelers, home win should be considered. Defender Henrique Dalbert is back from suspension, while Keita Balde is on international duty. ",V
65,torino,2019-10-06,N,-0.6000000000000001,napoli,-12.999999999999998,-3.6,0.2,0.2,-9.400000000000006,6.199999999999999,0.0,0.0,2019-2020,0.0,1.0,"Torino and Napoli square off against each other at Stadio Olimpico di Torino in what is expected to be a close Serie A encounter. Il Toro aim to build on a 3-1 win over Empoli, but this match will be anything but a walk in the park for the hosts. Fit-again forward Andrea Belotti, who scored a hat-trick at the weekend, will be the man to watch in the home team, while all Zaza, Pjaca, Fares, and Warming are out of contention with injuries. 

Serbian midfielder Lukic is banned for the match. The Neapolitans, on the other hand, proved their worth in a 6-1 crushing of Sassuolo. Napoli have already booked their place in the Champions League, which is probably the main reason why we are going to put our money on draw. There are no fresh injury worries in the away team ahead of the trip to Turin.",N
66,atalanta,2019-10-06,V,1.2,lecce,6.6,2.2,-0.3999999999999999,-0.3999999999999999,12.199999999999996,-0.4000000000000003,-1.0,0.0,2019-2020,2.0,0.0,"Gewiss Stadium will host Sunday’s football game between Atalanta and Lecce, the two teams with entirely different ambitions in the 2019/2020 Serie A season. The Orobici aim to represent Italy in the Champions League for the second consecutive season and they are likely to stick to their attacking style of play against the newcomers. 

Atalanta rolled over Roma and Sassuolo in previous two league fixtures and it is no wonder they are seen as hot favourites to win Sunday’s football match. Lecce, on the other hand, are determined to avoid relegation to the Serie B, but they should find it hard to secure the top flight survival. The visitors did well to beat Torino and SPAL in previous two away games in the Italian top flight, but they will have a much bigger fish to fry against the high-flying Orobici.",V
67,inter,2019-10-06,P,-0.1999999999999999,juventus,-0.200000000000001,0.3999999999999994,0.0,0.0,-0.6000000000000014,-2.200000000000001,0.1999999999999997,0.2,2019-2020,0.0,1.0,"Inter and Juventus take on each other at Stadio Giuseppe Meazza in what is expected to be an interesting Serie A derby. The Nerazzurri suffered a 3-1 loss to Lazio at the weekend, but it has to be noted that Lautaro Martinez missed the game due to international commitments. The Argentina international returns to the starting XI, and he is likely to prove a handful for the opposition back-line. Inter boss Simone Inzaghi should have a full squad to choose from. 

The Bianconeri, on the other hand, aim to extend their winning run to five games. Juve have been in a fine form of late, but seeing that Inter are a real force to be reckoned with at home, we are tempted to put our money on draw. Adrien Rabiot has been tested positive for coronavirus, while Paulo Dybala is rated doubtful for the match. ",N
68,bologna,2019-10-06,N,-0.4000000000000001,lazio,-1.400000000000002,-2.3999999999999995,0.0,0.2,5.799999999999997,4.600000000000001,1.4,0.2,2019-2020,0.0,1.0,"Bologna and Lazio take on each other in a highly-anticipated Serie A game at Stadio Renato Dall’Ara. The Rossoblu have been playing some high-scoring games of late, with 17 goals in total being netted in their last three league fixtures, and, no doubt, Sinisa Mihajlovic’s troops will stick to their attacking style of play. A man to watch in the home team will be summer signing Marko Arnautovic, who scored his third goal of the season in a 4-2 loss to Empoli. 

Schouten and Kingsley remain the only absentees in the home team. The Biancocelesti, on the other hand, did well to beat Roma 3-2 in the local derby at the weekend, and given their attacking potential, over 2.5 goals betting option should be considered. Talented attacker Bobby Adekanye returns from injury, while midfielder Mattia Zaccagni remains in the recovery room. ",N
69,juventus,2019-10-19,V,0.2000000000000001,bologna,2.8000000000000007,1.0,0.0,-0.2,3.4000000000000057,-3.1999999999999997,-2.0,-0.4,2019-2020,2.0,0.0,"Fallen Serie A giants Juventus will look to bounce back from a shocking loss to Monza when they welcome Bologna to their Allianz Stadium on Sunday. The Biaconeri have already dropped too many points in the 2022/2023 season, but keep in mind that they are hit by injuries. All Chiesa, Kaio Jorge, Paul Pogba, Manuel Locatelli, Alex Sandro, and Adrien Rabiot remain in the recovery room, while summer signing Angel Di Maria is banned for the match. 

The Rossoblu, on the other hand, failed to impress in a 1-0 loss to Empoli, and even though Juve head into the match with a severely-weakened squad, we are tempted to put our money on the home team. As for Sinisa Mihajlovic’s team, both Nicola Sansone and Adama Soumaoro are sidelined with injuries. In their last meeting in the Italian top flight the two sides played out a 1-1 draw.",V
70,lazio,2019-10-19,N,-0.8,atalanta,-5.400000000000002,-0.7999999999999998,0.0,0.2,-3.3999999999999986,-2.200000000000001,0.3999999999999999,0.2,2019-2020,0.0,2.0,"All eyes will be on Stadio Olimpico when Lazio and Atalanta square off against each other in a highly-anticipated Serie A game. The Biancocelesti quickly bounced back from a 2-1 loss to Inter, with the team rolling over Salernitana 3-0, and, no doubt, the triumph gave them a confidence boost. Cataldi misses out through suspension, while all Pedro, Basic, Acerbi, and Radu remain in the recovery room. A man to watch in the home team will be Ciro Immobile, who scored a brace at the weekend. 

The Orobici, on the other hand, did well to hold league leaders Inter to a goalless draw. Atalanta are eager to stay in the Champions League berth, and given their attacking potential, we believe that punters from all around the globe can find value in betting on both teams to score. All Zapata, Gosens, Hateboer, Ilicic, and Malinovskyi are sidelined through injuries for the away side.",N
71,napoli,2019-10-19,V,0.8,hellas verona,11.8,3.2,0.2,0.0,15.800000000000004,-7.399999999999999,-0.2000000000000001,-0.2,2019-2020,2.0,0.0,"Napoli will be aiming to retain top position in the standings when they welcome Verona to their Stadio Diego Armando Maradona on Sunday afternoon. The Partenopei are enjoying a season to remember, but they need to keep on making progress if they are to regain Scudetto. Important defender Koulibaly remains on the sidelines through suspension, while both Ounas and Malcuit are sidelined with injuries. 

Manolas and Osimhen are facing race against clock to be fit for Sunday’s clash. The Mastini did well to beat fallen giants Juventus 2-1 at the weekend, with the team extending their winning run at home to four games. Verona, though, are not regarded as good travelers, and that is the main reason why we are tempted to put our money on the league leaders. Serbia midfielder Ivan Ilic should be the only absentee in the away side.",V
72,udinese,2019-10-20,V,-0.8,torino,-0.1999999999999993,0.3999999999999999,-0.4,-0.4,-5.400000000000006,3.400000000000002,1.0,0.0,2019-2020,0.0,1.0,"Udinese and Torino square off against each other at Dacia Arena in what is expected to be a close Serie A game. The Zebrette played out a goalless draw with Genoa before the international break, with the team extending their winless run to three games. Udinese are determined to give fans something to cheer about, but Sunday’s game will be anything but a walk in the park for the home team. 

Winger Deulofeu misses out through suspension, while important midfielder Pereyra is sidelined with injury. Il Toro, on the other hand, have been showing signs of improvement of late, with the team beating both Fiorentina (4-0) and Sampdoria (2-1), while sharing the spoils with Sassuolo. Considering that Ivan Juric’s men often struggle on the travels, we are tempted to put our money on draw. Aina is back from international duty, while Bremer is banned for the match.",N
73,cagliari,2019-10-20,V,1.0,spal,-4.199999999999999,-1.4,0.2,0.2,-6.399999999999999,3.4000000000000004,-0.3999999999999999,-0.2,2019-2020,1.0,0.0,"Following three consecutive wins, Cagliari shared the spoils with the likes of Hellas Verona and Roma in previous two league fixtures. The Sardinians made a promising start to the season, but head coach Rolando Maran must warn his men against complacency as SPAL proved their worth in a hard-fought 1-0 win over Parma. The visitors, though, will be without suspended midfielder Espeto in Sunday’s football match and that is one of the main reasons why we are tempted to put our money on the hosts. 

The Biancazzurri are not regarded as good travelers and we do not believe that they are capable of spoiling Cagliari’s party at Sardegna Arena. In their last meeting in Sardinia Cagliari recorded a 2-1 win over SPAL and you should bear in mind that the Biancazzurri have never defeated the Rossoblu on the road in the Italian elite division.",V
74,parma,2019-10-20,V,0.4,genoa,0.5999999999999996,0.0,-0.2,0.0,-3.5999999999999943,1.8000000000000007,-1.0,-0.4,2019-2020,2.0,0.0,"Parma and Genoa take on each other at Stadio Ennio Tardini in the opening match of day 28. Parma desperately needed a win against Roma, and they managed to get one in style. The Gli Emiliani managed to keep their survival hopes alive, but they need to keep on improving their game if they are to avoid relegation to Serie B. All Valenti, Gagliolo, Iacoponi, Cornelius, Caviglia, Gervinho, and Inglese are sidelined through injuries, but there are no suspended players in the home team. 

The Rossoblu, on the other hand, are safe for now, and seeing that the hosts want this win more than the visitors, we predict that Davide Ballardini’s men are going to return home empty-handed. Pellegrini is injured for the visitors, but there are no suspended players in the away team ahead of the trip to Parma. In the first half of the season Parma defeated Genoa 2-1. ",V
75,sampdoria,2019-10-20,N,-1.0,roma,-3.3999999999999986,-1.7999999999999998,0.0,-0.2,-14.0,-1.8000000000000007,0.0,0.0,2019-2020,0.0,2.0,"After sharing the spoils with Bologna on Dejan Stankovic’s debut as the new Sampdoria boss, La Samp will look to record their first win of the season when they take on Roma on Matchday 10. Stankovic’s compatriot Filip Djuricic should keep his place in the starting XI after finding the net in the last league match, while forward Manuel De Luca remains on the sidelines with a meniscus problem. 

The Giallorossi, on the other hand, recorded a hard-fought 2-1 win over ten-man Lecce at the weekend, with the team retaining sixth position in the standings. Jose Mourinho’s men aim to climb to the Champions League berth, but seeing that key attacker Paulo Dybala suffered an injury at the weekend, we believe that there is a big value in betting on draw. The likes of Zeki Celik, Rick Karsdorp, and Georginio Wijnaldum miss out with injuries as well. ",N
76,sassuolo,2019-10-20,P,0.3999999999999999,inter,-1.6000000000000014,0.1999999999999993,-0.2,-0.2,3.200000000000003,-2.0,-0.4000000000000001,-0.2,2019-2020,1.0,0.0,"Following a heart-breaking 2-1 loss to Roma, Inter will look to give fans some cheer when they take on Sassuolo in the Serie A round 9. The Nerazzurri recorded a morale-boosting win over Barcelona on Tuesday, with Simone Inzaghi saving his job, but the former Lazio attacker is still under big pressure. Romelu Lukaku should recover in time to face the Neroverdi, while both Alex Cordaz and Marcelo Brozovic remain on the sidelines with injuries. 

Sassuolo, on the other hand, impressed in a 5-0 win over Salernitana. Alessio Dionisi’s troops aim to give fans yet another reason for celebration, but seeing that the visitors want this win more than the hosts, we are tempted to put our money on Simone Inzaghi’s men. There are no fresh injury worries in the home team ahead of Saturday’s showdown, while Morocco international Abdou Harroui is pushing for a start.",P
77,milan,2019-10-20,N,-0.3999999999999999,lecce,1.0,-0.2000000000000001,0.0,0.0,15.4,1.0,0.0,1.0,2019-2020,2.0,0.0,"Falling Italian giants Milan play host to Lecce at their Stadio Giuseppe Meazza in what could be the turning point for the Rossoneri. New coach Stefano Pioli is eager to help Milan footballers regain a much-needed confidence and seeing that they will not have a better chance than this to get back on course in the Serie A, home win should be considered. 

The newcomers, on the other hand, head into Sunday’s football match following back-to-back defeats to the likes of Roma and Atalanta and given the importance of the game for the hosts, we predict that the visitors are going to return home empty-handed from the trip to Milano. In their last meeting at Stadio Giuseppe Meazza (2012) Milan recorded a 2-0 win over Lecce, with the likes of Nocerino and Ibrahimovic scoring for the Bianconeri. Taking everything into account, we predict that the history is going to repeat itself. ",V
78,brescia,2019-10-21,N,-0.4000000000000001,fiorentina,-3.799999999999999,-1.6,-0.2,-0.4,-8.399999999999999,0.5999999999999996,-1.0,0.2,2019-2020,0.0,2.0,"Brescia play host to Fiorentina at their Stadio Mario Rigamonti on day 8 of the new Serie A campaign. The Delfini are eyeing their third win of the season and their first home triumph of the process. The newcomers are likely to leave their hearts on the field, but beating in-form Fiorentina is easier said than done. A man to keep an eye on in the home team will be controversial attacker Mario Balotelli, who has netted one goal in the Italian top flight so far this term. 

The Viola have been showing signs of improvement of late and the visitors will be looking to extend their winning run to four games in the Serie A when they face Brescia at Stadio Mario Rigamonti. However, seeing that Fiorentina will be without injured star Federico Chiesa, share of spoils is on the cards. ",N
79,hellas verona,2019-10-25,P,-1.0,sassuolo,-1.1999999999999993,-1.0,0.0,0.2,-6.799999999999997,3.4000000000000004,-0.3999999999999999,0.2,2019-2020,0.0,2.0,"Verona and Sassuolo take on each other in a highly-anticipated Serie A game at Stadio Marc’Antonio Bentegodi on Saturday evening. The Mastini have established themselves as a top-table side in the Italian top flight, but the game against Sassuolo will be anything but a walk in the park for the hosts. The club chiefs did well to keep hold of key players in the summer transfer window, but keep in mind that both Lasagna and Faraoni are likely to miss the season opener. 

The Neroverdi, on the other hand, were producing fine displays in pre-season, with the team beating both Parma and Vicenza, while sharing the spoils with Lazio. Considering that Sassuolo are likely to stick to their attacking style of play, both teams to score betting option should be considered. Centre-back Marlon is no longer part of the team, while Kyriakopoulos is banned for the match. Obiang is yet another absentee in the away team.",N
80,lecce,2019-10-26,N,-0.6000000000000001,juventus,-10.6,-3.2,0.3999999999999999,0.6000000000000001,-21.800000000000004,-0.5999999999999996,0.3999999999999999,0.0,2019-2020,0.0,2.0,"Thanks to Marco Calderoni’s late goal Lecce picked up one point from Sunday’s football match against Milan at Stadio Giuseppe Meazza. The newcomers aim to give fans yet another reason for celebration, but they will have a big fish to fry in the clash against league leaders Juventus. Lecce suffered a loss in each of their first three home games of the season, which is probably the main reason why we are tempted to put our money on the Bianconeri. 

Maurizio Sarri’s troops are on a five-game winning run in the Italian top flight and seeing that Inter are breathing down their neck, we believe that there is a big value in betting on the title holders. Cristiano Ronaldo scored a beautiful goal in a 2-1 win over Bologna and we predict that he is going to prove a handful for the opposition defenders. ",P
81,inter,2019-10-26,N,0.4000000000000001,parma,1.200000000000001,1.4,0.6,0.1999999999999999,10.200000000000005,0.6000000000000014,0.1999999999999997,0.2,2019-2020,1.0,1.0,"Inter will be looking to build on a 2-0 win over Genoa when they host Parma at their Stadio Giuseppe Meazza on Matchday 6. The Nerazzurri aim to take advantage of the fact that Juve dropped two points in a 1-1 draw with Verona, and we are positive that the hosts will go all guns blazing at Gli Emiliani on Saturday evening. The likes of Skriniar, Cagliardini, and Radu have all been tested positive for coronavirus, but Antonio Conte can count on key players for the Stadio Giuseppe Meazza showdown. 

Parma, on the other hand, have been struggling at the back of late, with the team conceding five goals in total in the previous two league fixtures. Considering that Inter are determined to put an end to Juve’s dominance in the Serie A, home win should definitely be considered. The likes of Inglese, Busi, Sprocati, Osorio, Mihaila, Scozzarella, Brunetta, and Valenti have all been struggling with injuries for the visiting team.",V
82,genoa,2019-10-26,V,-0.6,brescia,1.5999999999999996,0.6000000000000001,0.0,0.2,12.0,3.0,1.1999999999999995,0.2,2019-2020,2.0,0.0,"Stadio Comunale Luigi Ferraris will host Saturday’s football game between Genoa and Brescia, the two teams who sit in the danger zone in the Serie A standings ahead of Matchday 9. The Rossoblu are on a three-game losing run in the Italian top flight, with the team conceding 11 goals in total in previous three league fixtures. The situation in their dressing room is alarming ahead of the visit of Brescia and we predict that the hosts are going to leave their hearts on the field in the relegation six-pointer. 

The Delfini, on the other hand, have been struggling to find their best form at the start of the season, but it seems as if their performances are better than their results. Anyhow, in their last meeting at Stadio Comunale Luigi Ferraris Genoa emerged triumphant and given the importance of Saturday’s clash for the hosts, we predict that the history is going to repeat itself. ",V
83,atalanta,2019-10-27,V,2.4,udinese,8.600000000000001,4.6,0.0,0.0,7.799999999999997,-4.999999999999998,-1.6,0.0,2019-2020,2.0,0.0,"Atalanta will look to build on a 4-1 win over Empoli when they take on Udinese at Gewiss Stadium on Matchday 9. The Orobici want to regain their spot in top four where they obviously belong, and they are likely to stick to their attacking style of play. A man to watch in the home team will be Josip Ilicic, who has been scoring goals for fun of late for both Atalanta and Slovenia national team. The likes of Hateboer, Toloi, Pessina, Djimsiti, and Gosens are sidelined with injuries for the home team. 

As for the visitors, Udinese failed to win the previous five league fixtures. Considering that the Zebrette have been struggling at the back of late, we are tempted to put our money on Atalanta, who aim to represent Italy in the Champions League for yet another season. Pereyra is banned for the visiting team, while all Success, Perez, and Nestorovski are out of contention with injuries.",V
84,spal,2019-10-27,N,-1.2000000000000002,napoli,-8.6,-1.7999999999999998,-0.2,-0.2,-12.200000000000005,3.0,0.7999999999999998,0.0,2019-2020,0.0,2.0,"Napoli will be aiming to build on a hard-fought 2-0 win over Hellas Verona when they take on SPAL at Stadio Paolo Mazza on Sunday afternoon. The Neapolitans aim to melt Juve’s advantage in the Serie A standings to three points and we are positive that they will go all guns blazing at the Gli Spallini on Matchday 9. Carlo Ancelotti’s men have been impressive at the back of late, keeping a clean sheet in previous two league fixtures, and they are likely to rely on their rock-solid defence against SPAL. 

The hosts sit in the relegation zone in the Serie A table ahead of Matchday 9 and seeing that they failed to impress in a 2-0 loss to Cagliari in Sardinia at the weekend, we do not believe that they are capable of matching the title-chasing side. You should bear in mind that Napoli are after their fourth consecutive win over SPAL in the national championship.",P
85,fiorentina,2019-10-27,P,-0.6000000000000001,lazio,-0.8000000000000007,-1.2000000000000002,-0.2,-0.1999999999999999,-1.5999999999999943,2.1999999999999997,0.6000000000000001,-0.2,2019-2020,0.0,1.0,"Fiorentina and Lazio square off against each other at Stadio Artemio Franchi in a highly-anticipated Serie A game. The Viola have been having their ups and downs of late, with the team losing to both Bologna and Atalanta, while beating Verona. Fiorentina produce much better showings at home than on the travels, but they will have a mountain to climb in Sunday’s showdown. Luka Jovic is pushing for a start, while Dodo has yet to overcome a calf injury. 

The Biancocelesti, on the other hand, are eyeing their fourth consecutive league win, and given their display in a 4-0 crushing of Spezia, we predict that Giovanni Martusciello’s troops are going to emerge triumphant in the Stadio Artemio Franchi clash as well. With no fresh injury worries to report, Giovanni Martusciello is unlikely to make changes to the team that outplayed the Bianconeri.",P
86,torino,2019-10-27,N,-0.8,cagliari,-1.8000000000000007,0.0,0.0,0.0,12.0,1.1999999999999993,0.0,0.2,2019-2020,0.0,0.0,"Torino will look to put an end to their four-game winless run when they take on Cagliari at Stadio Olimpico di Torino on Sunday. Il Toro produced a fine display in a 1-1 draw with their local rivals Juventus, and it is no wonder the bookies see them as favourites to beat the Rossoblu. Fit-again attacker Andrea Belotti should continue to lead the line for the hosts after finding the net in the Turin derby, while Mandragora misses out through suspension. 

Both Fares and Praet are injured. The Sardinians, on the other hand, did well to hold Napoli to a 1-1 draw in front of home fans, but given their poor away record in the 2021/2022 season, we believe that there is a big value in betting on the home team. All Rog, Strootman, Ceter, Nandez, and Walukiewicz are out of contention for the visiting side.",V
