,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
210,napoli,2019-02-02,V,-1.6,sampdoria,4.4,0.8000000000000007,-0.8,-0.8,0.2000000000000028,-6.800000000000001,-0.7999999999999998,0.6,2018-2019,0.0,0.0,"Stadio San Paolo will host Saturday’s football game between Napoli and Sampdoria, the two teams who aim to represent Italy in the Serie A next season. The Neapolitans head into the match following a goalless draw with Milan at Stadio San Siro, but they are considered hot favourites to win the clash against La Samp. It is well known that Napoli have turned their Stadio San Paolo into a real fortress and seeing that Sampdoria are not regarded as good travelers, we are tempted to put our money on the title chasing side. Fabio Quagliarella managed to find the net in each of previous 11 games in the Serie A, but we do not believe that he is capable of making life difficult for Napoli defenders. Taking everything into account, we believe that there is a big value in betting on Carlo Ancelotti’s men, who are a real force to be reckoned with at home.",V
211,juventus,2019-02-02,N,1.0,parma,7.200000000000001,3.4000000000000004,0.0,0.1999999999999999,11.6,1.0,0.0,0.2,2018-2019,0.0,0.0,"David faces Goliath at Allianz Stadium on Matchday 22. Juventus play host to Parma and the title holders are considered hot favourites to win Sunday’s football game. The Bianconeri aim to get their job done in the Spanish top flight as soon as possible and we predict that they are going to prove their worth on the field. A man to watch in the home team will be Cristiano Ronaldo, who is eager to add more goals to his account. Parma, on the other hand, have been playing above expectations in the 2018/2019 season, but we do not believe that they are capable of spoiling Juve’s party at Allianz Stadium. Gervinho is considered Parma’s best player, meaning that the opposition defenders should have him at bay. Anyhow, we believe that the hosts are going to emerge triumphant in Sunday’s clash in Turin. ",V
212,empoli,2019-02-02,N,0.0,chievo,-2.1999999999999997,-0.8000000000000003,0.0,-0.2,-6.0,-3.4000000000000004,-1.0,0.2,2018-2019,0.0,0.0,"Chievo are running down a blind alley ahead of the trip to Empoli. The Mussi Volanti are stuck at the bottom of the Serie A standings and they head into Saturday’s football game following a 4-3 home loss to Fiorentina. The rock-bottom side are nine points behind the safe zone in the Serie A table, meaning that the lack of confidence is likely to prove to be a big problem for them in the Stadio Carlo Castelani clash. Chievo are not regarded as good travelers, therefore, we do not believe that they are capable of upsetting the Azzurri on Matchday 22. Empoli, on the other hand, are sitting in the danger zone at the moment, meaning that this game is of big importance for them. The clash against the Mussi Volanti could be crucial for the Azzurri in their battle for survival and, taking everything into account, home win should be considered. ",V
213,spal,2019-02-03,N,-0.6000000000000001,torino,3.4000000000000004,0.9999999999999996,-0.2,-0.2,3.200000000000003,-6.800000000000001,-0.5999999999999996,-0.2,2018-2019,0.0,0.0,"Sunday’s football game at Stadio Paolo Mazza pits together SPAL and Torino, the two teams, who sit in the middle of the Serie A standings. SPAL did remarkably well to beat Parma on the road in their last league match, with the team putting an end to their 12-game winless run in all competitions. The hosts aim to give fans yet another reason for celebration, but, no doubt, they would be happy with one point from the Torino clash. Il Toro, on the other hand, did well to beat Inter in front of home fans on Matchday 21, with the team quickly bouncing back from a 3-2 loss at Roma. The Bulls aim to move a little closer to the Europa League berth and we are positive that they will adopt an attack-minded approach in the Stadio Paolo Mazza clash. Anyhow, a lively contest is on the cards.",N
214,roma,2019-02-03,N,1.4,milan,-2.1999999999999997,1.0,0.4,0.4,-7.600000000000001,2.4000000000000004,-0.2000000000000001,-0.2,2018-2019,0.0,0.0,"All eyes will be on Stadio Olimpico when Roma and Milan face each other in the Serie A derby on Matchday 22. The Giallorossi have been scoring goals for fun in 2019, but it has to be noted that they dropped a three-goal advantage in a 3-3 draw with Atalanta at the weekend. The capital club aim to stay in the race for a place in the Champions League and we are positive that they will go all guns blazing at the Rossoneri. Edin Dzeko scored a brace in the 3-3 draw with the Orobici, meaning that the opposition defenders should have him at bay. Milan, on the other hand, played out a goalless draw with Napoli at the weekend, with the team extending their unbeaten run in the Italian top flight to four games. The Rossoneri managed to keep a clean sheet in three of their previous four league fixtures, but given Roma’s attacking potential, home win should be considered. ",V
215,udinese,2019-02-03,N,-0.8,fiorentina,-1.5999999999999996,-1.2000000000000002,0.0,0.2,-4.199999999999996,-0.7999999999999989,-0.2000000000000001,-0.3999999999999999,2018-2019,0.0,0.0,"Udinese will be aiming to make amends for back-to-back defeats to the likes of Parma and Sampdoria when they welcome Fiorentina at their Dacia Arena in what is expected to be one of the most entertaining games of Sunday’s program. Udinese are eager to move away from the danger zone and we predict that they are going to adopt an attack-minded approach in the football match against Fiorentina. The Viola, on the other hand, recorded a thrilling 4-3 win over Chievo in Verona in their last league match, with the team extending their unbeaten run in all competitions to four games. Fiorentina are likely to stick to their attacking style of play and seeing that they scored seven goals in total in previous two league games, we are positive that they are going to find the net in the Dacia Arena clash. Taking everything into account, a high-scoring affair is on the horizon.",N
216,inter,2019-02-03,P,0.0,bologna,-0.200000000000001,0.6000000000000001,0.0,0.0,17.6,-0.5999999999999996,-0.6000000000000001,0.0,2018-2019,0.0,0.0,"Inter will be looking to return to winning ways in the Serie A when they host Bologna at their Stadio Giuseppe Meazza on Sunday evening. The Nerazzurri are eyeing a place in the Champions League and they need to win games against bottom-table sides if they are to meet the goal. Inter dropped two points in a goalless draw with Sassuolo in their last home game, but we do not believe that they are going to disappoint the fans once again. The Rossoblu, on the other hand, failed to win previous 13 league fixtures and we do not believe that they are capable of spoiling Inter’s party at Stadio Giuseppe Meazza. A man to watch in the home team will be Mauro Icardi, who is likely to prove a handful for the opposition defenders in Sunday’s football match at Stadio Giuseppe Meazza.",V
217,genoa,2019-02-03,N,-0.1999999999999999,sassuolo,0.4000000000000003,-0.7999999999999998,-0.2,-0.2,-4.799999999999997,0.0,1.0,0.0,2018-2019,0.0,0.0,"After holding Inter to a goalless draw at Stadio Giuseppe Meazza, Sassuolo did well to crush Cagliari 3-0 in their last league fixture. The Neroverdi are enjoying a successful season and a win over Genoa will see them move a little closer to the Champions League berth. Sassuolo are likely to stick to their attacking style of play, but beating the Rossoblu on the road is easier said than done. Khouma Babacar scored his sixth goal of the season in the 3-0 win over Cagliari, meaning that the opposition defenders should have him at bay. Genoa continue with their habit of producing fine performances at home ground and seeing that they sit in the danger zone ahead of Matchday 22, we are positive that the host are going to grab something from Sunday’s football game. Taking everything into account, both teams to score bet should be considered.",N
218,cagliari,2019-02-04,P,-2.6,atalanta,-5.800000000000001,-3.2,0.0,-0.3999999999999999,-8.199999999999996,1.4000000000000004,0.0,-0.2,2018-2019,0.0,0.0,"After coming from three goals behind to share the spoils with Roma on Matchday 21, Atalanta will be looking to return to winning ways in the Serie A when they face Cagliari at Sardegna Arena. The Orobici have been scoring goals for fun in the 2018/2019 season, but they need to keep on winning if they are to book their place in European competitions. Duvan Zapata scored his 15th goal of the season and there is every chance the former Napoli attacker will pose a big threat for Cagliari defenders. The Rossoblu experienced all sorts of problems at the back in a 3-0 loss to Sassuolo at the weekend and given Atalanta’s fine form, we believe that away win should be considered. When the two teams met in Sardinia in Coppa Italia earlier this year Atalanta defeated Cagliari 2-0 and we believe that the history is going to repeat itself. ",P
219,frosinone,2019-02-04,P,-0.6000000000000001,lazio,-8.399999999999999,-2.4000000000000004,0.2,0.2,-9.799999999999995,-1.4000000000000004,0.8000000000000003,-0.2,2018-2019,0.0,0.0,"Frosinone and Lazio, the two teams with entirely different ambitions in the second half of the season, face each other at Stadio Benito Stirpe in what is expected to be one of the most interesting games of the weekend. Frosinone are eager to secure the Serie A survival, whilst Lazio are eyeing a place in the Champions League, but, one thing is for sure, both teams will go for a win in Monday’s football game. The Canarini did well to beat Bologna on the road in their last league fixture, with the team regaining a much-needed confidence, but beating the star-studded capital club is easier said than done. Lazio have been scoring goals for fun in all competitions in 2019 and we are positive that they are going to find the net in the Stadio Benito Stirpe clash. A real football festival is on the horizon and we predict that the two sides are going to play out a high-scoring draw on Matchday 22. ",N
220,lazio,2019-02-07,V,0.1999999999999999,empoli,6.399999999999999,1.4000000000000004,0.0,0.0,4.799999999999997,4.6,2.0,0.2,2018-2019,0.0,0.0,"Over the years Lazio have established themselves as a top-table side in Serie A, but they are not enjoying a season to remember. The Biancocelesti faced a tough fixture list in January and, as a result, they have been dropping down the standings week by week. The capital club are eager to book their place in the Champions League, meaning that they have no other choice but to go all guns blazing at the Azzurri. In Sergej Milinkovic-Savic’s absence, a man to watch in the home team will be experienced attacker Ciro Immobile. Empoli are fighting hard to survive in the Italian top flight, but we do not believe that they should be looking for points in matches against the top-table sides. Seeing that Lazio have turned their Stadio Olimpico into a real fortress, we are positive that the hosts are going to pick up all three points from Thursday’s football game against the relegation strugglers.",V
221,chievo,2019-02-08,P,-1.2,roma,-3.8000000000000007,-3.2,-0.2,0.0,-1.0,0.8000000000000007,0.3999999999999999,0.0,2018-2019,0.0,0.0,"Chievo and Roma, the two teams with entirely different ambitions in the 2018/2019 Serie A campaign, face each other in Verona on Matchday 23. The Mussi Volanti did well to hold Empoli to a 2-2 draw at the weekend, with the team finally giving fans some cheer. Chievo are eager to keep their hopes of securing the Serie A survival alive and we predict that they are going to fight tooth and nail in Friday’s football. The Romans, on the other hand, aim to stay in the race for a place in the Champions League and we are positive that they are going to take the game against the rock-bottom side very seriously. The Giallorossi suffered an embarrassing 7-1 loss to Fiorentina in the Coppa Italia last month and, no doubt, they are determined to start a new winning run on the road. Bosnia international Edin Dzeko is likely to lead the line for the visitors against the Mussi Volanti.",P
222,parma,2019-02-09,P,1.2000000000000002,inter,-3.8000000000000007,-0.6000000000000001,0.4,0.4,-23.2,-0.8000000000000007,0.1999999999999999,-0.2,2018-2019,0.0,0.0,"Inter will be looking to bounce back from a shocking 1-0 loss to Bologna when they take on Parma at Stadio Ennio Tardini on Matchday 23. The Nerazzurri need to get back on course as soon as possible if they are to secure a top-four finish, but Saturday’s football match will be anything but a walk in the park for the visitors. The newcomers, on the other hand, did well to come from two goals behind and share the spoils with Juventus in Turin in their last league match, with the team showing character in the 2018/2019 season once again. Gervinho, who scored the equalizing goal against the title holders, will be the man to watch and we predict that the former Arsenal man is going to help the hosts grab something from the clash. Taking everything into account, a close encounter is on the horizon.",N
223,fiorentina,2019-02-09,N,0.0,napoli,1.599999999999998,-2.4000000000000004,-0.2,-0.2,-1.2000000000000028,5.0,1.1999999999999995,0.0,2018-2019,0.0,0.0,"Thanks to a 3-0 win over Sampdoria Napoli managed to melt Juventus’ advantage in the Serie A standings to nine points. The Neapolitans do not want to give up on their Scudetto dream and we predict that they are going to stick to their attacking style of play in Saturday’s football match against Fiorentina. Lorenzo Insigne scored his eighth goal of the season in the triumph over La Samp and we are positive that the Italian winger is going to prove a handful for the opposition back-line. The Viola, on the other hand, played out a 1-1 draw with Udinese in Udine, with the team extending their unbeaten run in the Italian top flight to four games. Fiorentina are eyeing a place in European competitions, but seeing that Carlo Ancelotti’s men impressed in their last league fixture, we are tempted to put our money on the visitors this time out.",P
224,torino,2019-02-10,V,0.5999999999999999,udinese,-3.0,0.6000000000000001,0.2,0.0,1.3999999999999986,6.600000000000001,0.0,0.2,2018-2019,0.0,0.0,"After playing out a goalless draw with SPAL on the road, Torino will be looking to start a new winning run in the Serie A when they host Udinese at their Stadio Olimpico Grande Torino on Sunday afternoon. Il Toro are stuck in the middle of the Serie A standings, but a win over Udinese will see them stay in the race for a place in European competitions. A man to watch in the home team will be Andrea Belotti, who has netted seven goals in the Italian top flight so far this term. Following back-to-back defeats to the likes of Parma and Sampdoria, the Zebrette shared the spoils with Fiorentina in their last league match. Udinese aim to escape the danger zone in the Serie A table, but seeing that Torino play well in front of home fans, we are not tempted to put our money on the away side.",V
225,sampdoria,2019-02-10,P,1.2,frosinone,2.200000000000001,-0.2000000000000001,0.8,0.8,10.400000000000006,5.4,0.0,-0.2,2018-2019,0.0,0.0,"As expected, Sampdoria were beaten by Napoli at Stadio San Paolo in their last league match. La Samp continue with their habit of producing thrilling showings at home ground, but their away record is anything but impressive. Fabio Quagliarella, who received a call-up for the Italy national team, has been in a splendid form of late and all eyes will be on him when Sampdoria welcome Frosinone at their Stadio Comunale Luigi Ferraris. The Canarini, on the other hand, aim to escape the relegation zone in the Serie A standings, but seeing that Sampdoria are a real force to be reckoned with at home, we do not believe that there is a big value in betting on the underdogs. In their last meeting in Genoa La Samp defeated Canarini 2-0 and we predict that the history is going to repeat itself. ",V
226,sassuolo,2019-02-10,P,-1.0,juventus,-3.9999999999999982,0.4000000000000003,-0.2,-0.3999999999999999,-8.799999999999997,1.6000000000000014,-0.5999999999999999,-0.2,2018-2019,0.0,0.0,"After dropping two points in a thrilling 3-3 draw with Parma, Juventus will be looking to return to winning ways in the Serie A when they face Sassuolo at MAPEI Stadium – Citta del Tricolore on Sunday afternoon. The Bianconeri recorded three wins in previous four league fixtures and, as a result, they are nine points clear of Napoli in the Serie A standings. Cristiano Ronaldo, who scored a brace in the 3-3 draw with Parma will be the man to watch in the away team. The Neroverdi played out a 1-1 draw with Genoa on the road in their last league match, with the team retaining their spot in the middle of the table. Sassuolo, though, face an uphill task against the title holders and we do not believe that they are capable of grabbing something from Sunday’s football match against Juve, who are desperate to return to winning ways. ",P
227,milan,2019-02-10,V,0.4,cagliari,5.799999999999999,2.8000000000000003,0.0,0.0,7.399999999999999,-2.6,1.2,0.0,2018-2019,0.0,0.0,"Sunday’s football game at Stadio San Siro pits together Milan and Cagliari, the two teams who have different ambitions in the 2018/2019 Serie A season. The Rossoneri are eyeing a place in the Champions League, whereas the Sardinians are determined to avoid relegation to Serie B. Milan are after their seventh home win of the season, but coach Genaro Gattuso must warn his men against complacency. Cagliari are tough to beat at home, but given their poor away record, we believe that the hosts are going to emerge triumphant in Sunday’s clash. A man to watch in the home side will be January signing Piatek, who has already started to pay off. Taking everything into account, we believe that home win should be considered. When the two teams met at Stadio San Siro last season Milan recorded a 2-1 win over Cagliari and we believe that the history is going to repeat itself.",V
228,atalanta,2019-02-10,V,2.4,spal,2.0,3.4,0.0,0.2,6.0,-2.8000000000000007,-1.1999999999999995,0.0,2018-2019,0.0,0.0,"Atalanta will be aiming to move a little closer to the Champions League berth in the Serie A standings with a win over SPAL at their Stadio Atleti Azzurri d’Italia. The Orobici have been scoring goals for fun in all competitions in 2019 and the fact that they hammered Juventus 3-0 at home ground in the Coppa Italia is surely giving fans a reason for optimism ahead of the visit of SPAL. Duvan Zapata looks unstoppable at the moment and we predict that the team’s top scorer is going to prove a handful for the opposition back-line. SPAL, on the other hand, aim to move away from the danger zone in the Serie A standings, but we do not believe that they are capable of claiming a major scalp on Matchday 23. You should bear in mind, though, that Atalanta have yet to defeat SPAL in the Italian elite division.",V
229,bologna,2019-02-10,N,0.0,genoa,-1.799999999999999,-0.9999999999999996,0.0,0.0,-0.1999999999999957,1.5999999999999996,0.1999999999999997,0.2,2018-2019,0.0,0.0,"After recording a historical 1-0 win over Inter at Giuseppe Meazza, Bologna will be looking to escape the relegation zone in the Serie A standings with a victory over Genoa at their Stadio Renato Dall’Ara. New coach Sinisa Mihajlovic undisputedly gave Bologna a confidence boost and seeing that Genoa struggle on the travels, we believe that the hosts are going to pick up all three points from Sunday’s football match. Sinisa Mihajlovic’s troops are eyeing their first home win since September 2018, when they defeated Udinese at their Stadio Renato Dall’Ara. Cesare Prandelli’s charges, on the other hand, have been showing signs of improvement of late, with the team collecting four points from matches against Empoli and Sassuolo. However, seeing that the hosts want this win more than the visitors, we predict that Cesare Prandelli’s team will return home empty-handed.",V
230,juventus,2019-02-15,V,1.6,frosinone,8.200000000000001,3.2,0.4,0.6,18.4,-4.799999999999999,-0.5999999999999996,-0.2,2018-2019,0.0,0.0,"In a Friday evening game, Juventus are opening round 24 of the Scudetto by hosting Frosinone at the Allianz Stadium. The Old Lady is the only unbeaten team left in the top European leagues after Paris St Germain lost for the first time this season a few weeks back. Juve have only lost 6 points this year and are clear at the top of the table by 11 points. In the last six matches they have four wins and two draws. Only Parma, Atalanta and Genoa have managed to hold them to a draw this season. Atalanta seem to know how to play against them as they managed to kick them out of the Italian Cup at the end of January. Frosinone have won two out of the last three games moving them a couple of points off Bologna in 17th place. But they are still the worst offence in the league and it’s hard to see how they could score against Juventus.",V
231,cagliari,2019-02-16,V,-1.0,parma,0.7999999999999989,-0.5999999999999996,-0.4,-0.4,13.6,1.1999999999999993,-0.8,0.2,2018-2019,0.0,0.0,"Cagliari will be hosting Parma at the Sardegna Arena on Saturday afternoon. After five games without a win the home side will want to get their first victory of the new year. Parma are three places above Cagliari in the table, in 12th place but with eight points more. Their form is also sliding after three games without a win. Cagliari has won only once at home in the last five games and only three times in the last ten home matches. The last two defeats at home were to Atalanta, in the Coppa Italia and in the league. Parma are unbeaten away from home in the last three matches, winning in Fiorentina and Udine and drawing 3:3 against Juventus in Torino. Over the last ten matches away, they have won five. Parma won 2:0 back in September, in their first match of the season. Cagliari players have struggled to score this year which might prove a problem. We predict a draw.",N
232,atalanta,2019-02-16,P,1.7999999999999998,milan,1.3999999999999986,0.5999999999999996,0.0,0.2,7.0,-2.6,-1.2000000000000002,-0.2,2018-2019,0.0,0.0,"Two top of the table teams, Atalanta and AC Milan will clash at the Atleti Azzurri d'Italia Stadium on Saturday evening. The team from Milan sits in fourth place while Atalanta is in 5th place, with one less point. The home side is level on points with Roma in 6th and Lazio in 7th place. Both Milan and Atalanta are unbeaten in the last six league matches. Genoa was the last team to beat Atalanta, back in December. Milan was also last defeated in the same round, by Fiorentina. Home form has been an advantage for Atalanta with only one loss in seven matches and three in the last 15 home fixtures. On the other hand, Milan have only been beaten once in the last ten away matches. Six of those ten were draws which means they are hard to beat on their travels. It should be an even match-up and one goal might decide the winner. We predict a narrow home win.",V
233,spal,2019-02-17,P,-0.4000000000000001,fiorentina,-0.8000000000000007,-0.1999999999999997,0.0,0.0,0.6000000000000014,0.5999999999999996,0.8000000000000003,-0.4,2018-2019,0.0,0.0,"The noon kick-off on Sunday is reserved for the match between SPAL and Fiorentina at the Paolo Mazza. The Viola is 10th in the Scudetto standings while SPAL is ten points behind in 14th place. The visitors haven’t been beaten in the last five matches in the league. However, they have recorded just one victory during that period along with four draws. In the last two rounds, they drew against Udinese and Napoli. They played brilliantly in the Coppa Italia at the end of January when they thrashed Roma 7:1. In the four matches before the goalless draw with Napoli, Fiorentina players scored 15 goals and conceded eight. A draw away from home seems to be their specialty lately. They’ve drawn six out of the last nine away games without losing one. Interestingly, SPAL have drawn their last six home matches. Fiorentina did beat SPAL in their first encounter this season, but this one has a draw written all over it.",N
234,napoli,2019-02-17,N,0.6000000000000001,torino,3.8000000000000007,4.0,0.0,0.0,11.799999999999995,-11.0,-1.4,-0.2,2018-2019,0.0,0.0,"Napoli and Torino are playing at the San Paolo, in the last game scheduled for Sunday. Napoli have been second in the table throughout the whole season. Juventus is ever closer to another title which means Napoli will finish second for two years in a row barring any surprises. Carlo Ancelotti’s side has only been beaten three times this season, the last time against Inter in December. Recently, Milan and Fiorentina both managed to hold them to a goalless draw. Both Napoli and Torino crashed out of the Italian Cup in January. Torino got beat by Fiorentina while AC Milan defeated Napoli. Torino will go to Naples confident as they’ve only lost once in the last six matches in the league and that was to Roma. In the last three rounds, they recorded 1:0 victories over Inter and Udinese and a draw against SPAL. We predict a home win.",V
235,inter,2019-02-17,V,-1.2000000000000002,sampdoria,0.0,-0.2000000000000001,-0.8,-0.8,7.200000000000003,-2.3999999999999986,-1.1999999999999995,0.2,2018-2019,0.0,0.0,"Inter Milan has struggled to mount any kind of charge towards the top of the table. Winning one of the last four matches certainly won’t cut it. The three defeats were against Torino and Bologna in the league and against Lazio in the Coppa Italia. To make things worse, two of these defeats came at their home ground where they are welcoming Sampdoria in this round. Inter are third in the table while Sampdoria are ninth, ten points behind. Samp have lost their last two matches, 3:0 to Napoli and 1:0 to Frosinone. They have had a tough run of games in the last six matches. Apart from Napoli and Frosinone, they also lost to AC Milan and Juventus. The one draw was against Fiorentina followed by a win over Udinese. Inter has lost only once at home in the league this year. It’s not likely to happen two games in a row.",V
236,empoli,2019-02-17,V,-0.1999999999999999,sassuolo,-2.4000000000000004,-2.0,-0.2,-0.2,0.2000000000000028,-4.0,-1.6,0.0,2018-2019,0.0,0.0,"The last Empoli win in Serie A happened in early December. They will look to get back to winning against Sassuolo at the Carlo Castellani Stadium. The home side earned only two points in the last eight matches and are sitting in 18th place in the table, level on points with fellow strugglers Bologna in 17th place. They are the second worst defence in the league, but they are also the third best offence in the bottom half of the table. At one point they won three games in a row at home but have since won just one point. Their last match was a 2:2 draw with Chievo. Sassuolo lost to leaders Juventus in the last round. Before that loss they went unbeaten for three games, winning 3:0 against Cagliari and drawing against Inter and Genoa. Both those draws were away from home. Juventus defeat aside, looks like Sassuolo form is on the up so they might pick up all three points against Empoli.",P
237,udinese,2019-02-17,V,-0.3999999999999999,chievo,3.0,-1.0,-0.2,0.0,-3.6000000000000014,1.200000000000001,0.8000000000000003,0.4,2018-2019,0.0,0.0,"After starting the season with negative points, Chievo are nearing the double figures. They even managed to win their last match of 2018, 1:0 against Frosinone. In this round, they are travelling to Udine and the Dacia Arena. Udinese are not doing so well either. In fact, they have the same record as Chievo in the last six matches – One win, one draw and four defeats. Both teams have earned just a point from the last four games. Their offences have scored the same number of goals, but Udinese has got a slightly better defence. Chievo has the worst defence in Serie A this year. The hosts have improved their home form lately and are unbeaten in the last four matches. The visitors have drawn four out of their last six away games. Udinese won their first game this year and will look to make it a sweep. The best Chievo can hope for is a point.",V
238,genoa,2019-02-17,V,0.0,lazio,-1.799999999999999,0.2000000000000001,-0.2,-0.2,-9.0,-1.0,-1.2000000000000002,-0.4,2018-2019,0.0,0.0,"Genoa have the fourth worst defensive record in the league which is probably why they are down in 13th place. They are welcoming Lazio in this round at the Luigi Ferraris Stadium. The team from Rome is seventh in the standings but level on points with Atalanta in 5th and Roma in 6th spot. Genoa players have scored almost as many goals as Lazio this year but have conceded 15 more. Neither team has suffered a defeat in the last three Serie A matches. Genoa beat Empoli 3:1 before drawing with Sassuolo and Bologna. Lazio played out a 1:1 draw with Inter before beating Frosinone and Empoli, both with 1:0 scores. The three defeats Lazio have in the last ten matches have been against Atalanta, Napoli and Juventus, all above them in the table. Coupled with the fact that Genoa has won only once in the last 10 home games, Lazio should be good for three away points.",P
239,roma,2019-02-18,V,1.4,bologna,3.3999999999999986,2.6000000000000005,0.2,0.2,2.6000000000000014,-0.7999999999999989,-0.1999999999999997,-0.2,2018-2019,0.0,0.0,"In the last match-up of the round, Roma is playing Bologna on Monday night at the Olimpico. Both teams have a win, a defeat and two draws in the last four matches. Roma drew with Atalanta and AC Milan and lost 7:1 to Fiorentina in the Cup before beating Chievo 3:0. Bologna drew with SPAL before losing to Frosinone 4:0. Then they beat Inter and got a point against Genoa. In the last ten matches Roma have only lost to Juventus. The other games ended in five victories and four draws. And they are unbeaten at home since the loss to SPAL in October. Bologna have been under new management in the last couple of games and hopefully that will bring good things. Getting four points out of the last two games is a good start if they want to move up the table from 17th. A draw against Roma would bring another important point.",N
240,milan,2019-02-22,V,0.1999999999999999,empoli,1.8000000000000007,2.0,0.0,0.0,2.3999999999999986,4.0,1.4,0.0,2018-2019,0.0,0.0,"Milan will be aiming to extend their winning run in the Serie A to three games when they host Empoli at their Stadio Giuseppe Meazza on Matchday 25. The Rossoneri have been scoring goals for fun of late and seeing that they outclassed Atalanta 3-1 in Bergamo in their last league fixture, it is no surprise Genaro Gattuso’s men are seen as hot favourites to win Friday’s football match. Milan are eyeing a place in the Champions League and we predict that they will go all guns blazing at Empoli on Friday evening. The Azzurri did remarkably well to beat Sassuolo 3-0 at home in their last league match, but given their poor away record, we believe that the visitors are going to return home empty-handed. A man to watch in the home team will be January signing Piatek, who scored a brace in the 3-1 win over the Orobici.",V
241,frosinone,2019-02-23,P,-1.4,roma,-5.200000000000001,-3.6,-0.4,-0.4,-8.0,1.1999999999999993,0.0,0.0,2018-2019,0.0,0.0,"As expected, Frosinone suffered a 3-0 loss to Juventus in Turin on Matchday 24. The Canarini remained in the relegation zone in the Serie A standings, but they are only five points behind the “safe zone” ahead of Saturday’s football game against Roma. Frosinone have been having their ups and downs in the second half of the season, but, no doubt, they would be happy with one point from the clash against the Giallorossi. The Romans did well to beat Chievo 3-0 in their last away game in the Italian top flight, which is surely giving fans a reason for optimism ahead of the trip to Frosinone. The capital club are eyeing a place in the Champions League and seeing that the relegation strugglers failed to score in previous four home games in the national championship, we believe that there is a big value in betting on the Giallorossi. ",P
242,torino,2019-02-23,V,-1.6,atalanta,-2.799999999999999,-3.0,0.0,-0.2,-19.4,9.4,2.2,0.2,2018-2019,0.0,0.0,"Stadio Olimpico Grande Torino will host Saturday’s football game between Torino and Atalanta, the two teams who are eyeing a place in European competitions. Atalanta aim to bounce back from a 3-1 loss to Milan and a win over Torino should see them climb to the Europa League berth in the Serie A standings. The Orobici are likely to stick to their attacking style of play, but beating Il Toro on the road is easier said than done. Torino, on the other hand, are after their third consecutive win in front of home fans and they are likely to rely on their solid defence in Saturday’s clash. Anyhow, a close encounter is on the cards and we predict that the two teams are going to share the spoils on Matchday 25, just like they did in their last meeting in the Italian top flight. ",N
243,sassuolo,2019-02-24,N,-0.3999999999999999,spal,-1.5999999999999996,0.9999999999999996,0.2,0.2,-0.1999999999999957,-0.4000000000000003,-0.7999999999999998,0.0,2018-2019,0.0,0.0,"After suffering back-to-back defeats to the likes of Juventus and Empoli, Sassuolo will be looking to return to winning ways in the Serie A when they welcome SPAL at their MAPEI Stadium – Citta del Tricolore. The Neroverdi have been struggling at the back of late, but they are definitely capable of grabbing something from Sunday’s football match against the relegation strugglers. SPAL, on the other hand, were totally outplayed by Fiorentina in front of home fans at the weekend, but they still have good chances of securing the top flight survival. Taking everything into account, seeing that both Sassuolo and SPAL should be happy with one point from the MAPEI Stadium – Citta del Tricolore clash, share of spoils is on the horizon. It has to be noted that in their last meeting in Reggio nell’Emilia the two teams played out a 1-1 draw.",N
244,sampdoria,2019-02-24,V,0.8,cagliari,2.799999999999999,1.6,0.6,0.6,5.0,-2.3999999999999986,1.4,-0.2,2018-2019,0.0,0.0,"Sampdoria will be aiming to bounce back from a 2-1 loss to Inter when they welcome Cagliari at their Stadio Comunale Luigi Ferraris. La Samp are on a three-game losing run in the Serie A, but despite suffering a dip in form, they are sitting in the top half of the standings. Marco Giampaolo’s team are still in the race for a place in European competitions, meaning that Sunday’s football match is of big importance for them. Sampdoria produce much better displays at home than on the travels and given Cagliari’s poor away record, we are tempted to put our money on the hosts. The Rossoblu did well to beat Parma in front of home fans at the weekend, but seeing that they failed to score in previous three away fixtures, we are positive that the Sardinians are going to return home empty-handed from the trip to Genoa.",V
245,bologna,2019-02-24,P,-2.0,juventus,-2.8000000000000007,-2.1999999999999997,-0.2,-0.4,-9.0,5.200000000000001,0.7999999999999998,0.2,2018-2019,0.0,0.0,"Sunday’s football game at Stadio Renato Dall’Ara pits together Bologna and Juventus, the two teams with entirely different ambitions in the second half of the season. Bologna aim to secure the Serie A survival, whilst Juventus are eager to defend their trophy. The Rossoblu have been producing fine performances in the Italian top flight ever since Sinisa Mihajlovic took over the reins, but they will have a big fish to fry against the title holders. The Bianconeri head into the match following back-to-back wins over Sassuolo and Frosinone and they will be looking to cement top position in the standings with a victory over Bologna. Cristiano Ronaldo has been scoring goals for fun of late and we predict that the Portuguese superstar is going to pose a big threat for the opposition defenders. Anyhow, David faces Goliath in Bologna, therefore, away win should be considered.",P
